Date,Date,Open,High,Low,Close,Volume,Daily_Returns,Middle_Band,Upper_Band,Lower_Band,Log_Returns,SpreadOC,SpreadLH,MACD,Signal_Line_MACD,RSI,SMI,upper_barrier,lower_barrier,t1,touch_upper,touch_lower,label
2023-01-04 00:00:00,2023-01-04 00:00:00,1.05694,1.05785,1.05598,1.057,4255.0,0.0002933689161437325,,,,,0.9999432355723747,0.9982322635534339,-0.0031428766194387947,-0.0024665796744001564,,,,,2023-01-05 00:00:00,,,0.0
2023-01-04 02:00:00,2023-01-04 02:00:00,1.05938,1.06354,1.05671,1.06157,14897.0,0.00432355723746447,,,,,0.997937017813239,0.9935780506610001,-0.0026648697462596793,-0.002506237688772061,,,,,2023-01-05 02:00:00,,,0.0
2023-01-04 05:00:00,2023-01-04 05:00:00,1.06208,1.06302,1.06025,1.06046,4868.0,-0.0010456211083583744,,,,,1.0015276389491352,0.9973942164775825,-0.0023485410593386824,-0.0024746983628853854,,,,,2023-01-05 05:00:00,,,0.0
2023-01-04 08:00:00,2023-01-04 08:00:00,1.06106,1.06285,1.0595,1.06246,9715.0,0.001885974011278213,,,,,0.9986823033337725,0.9968480970974267,-0.0019143970332968774,-0.0023626380969676837,,,,,2023-01-05 08:00:00,,,0.0
2023-01-04 09:00:00,2023-01-04 09:00:00,1.06246,1.06253,1.05814,1.06032,16699.0,-0.0020141934755191215,,,,,1.0020182586389015,0.9958683519524155,-0.00172315146265678,-0.002234740770105503,,,,,2023-01-05 09:00:00,,,0.0
2023-01-04 12:00:00,2023-01-04 12:00:00,1.06074,1.06208,1.05927,1.05999,4828.0,-0.0003112267994567208,,,,,1.0007075538448476,0.9973542482675505,-0.0015800029219827927,-0.0021037932004809613,,,,,2023-01-05 12:00:00,,,0.0
2023-01-04 14:00:00,2023-01-04 14:00:00,1.06058,1.06102,1.05852,1.06034,6058.0,0.00033019179426219125,,,,,1.000226342493917,0.9976437767431338,-0.001421923547699766,-0.001967419269924722,,,,,2023-01-05 14:00:00,,,0.0
2023-01-04 19:00:00,2023-01-04 19:00:00,1.06294,1.06316,1.06009,1.06202,4304.0,0.0015843974574192288,,,,,1.0008662737048266,0.9971123819556792,-0.0011478508351110417,-0.001803505582961986,,,,,2023-01-05 19:00:00,,,0.0
2023-01-05 00:00:00,2023-01-05 00:00:00,1.06108,1.06204,1.06016,1.06032,3683.0,-0.0016007231502231933,,,,,1.0007167647502642,0.9982298218522841,-0.0010556531163010696,-0.0016539350896298028,,,,,2023-01-06 00:00:00,,,0.0
2023-01-05 03:00:00,2023-01-05 03:00:00,1.062,1.0629,1.05902,1.06234,5935.0,0.0019050852572808363,,,,,0.999679951804507,0.9963496095587545,-0.0008102486002385945,-0.0014851977917515612,,,,,2023-01-06 03:00:00,,,0.0
2023-01-05 07:00:00,2023-01-05 07:00:00,1.05996,1.06261,1.05514,1.05524,15016.0,-0.00668335937647091,,,,,1.00447291611387,0.9929701395620217,-0.0011751282688479137,-0.0014231838871708318,,,,,2023-01-06 07:00:00,,,0.0
2023-01-05 09:00:00,2023-01-05 09:00:00,1.05394,1.05677,1.0515,1.05184,14674.0,-0.003222015844736581,,,,,1.0019965013690295,0.9950131059738638,-0.00171883594916733,-0.0014823142995701315,,,,,2023-01-06 09:00:00,,,0.0
2023-01-05 12:00:00,2023-01-05 12:00:00,1.053,1.05433,1.05176,1.0536,7296.0,0.0016732582902343474,1.0590425,1.0680023879069076,1.0500826120930926,,0.9994305239179953,0.9975624330143315,-0.0019848310155239357,-0.0015828176427608925,36.061224489795954,17856.196943972987,,,2023-01-06 12:00:00,,,0.0
2023-01-05 17:00:00,2023-01-05 17:00:00,1.05222,1.05387,1.05158,1.05208,1899.0,-0.0014426727410783435,1.05841,1.0670873608490339,1.0497326391509663,-0.014325459436314272,1.0001330697285378,0.9978270564680652,-0.0022918661129198714,-0.0017246273367926884,34.97624703087877,17856.031782682665,1.0577342070962534,1.0464257929037464,2023-01-06 17:00:00,2023-01-06 09:00:00,2023-10-02 21:00:00,1.0
2023-01-05 23:00:00,2023-01-05 23:00:00,1.05246,1.05366,1.05108,1.05146,3170.0,-0.0005893087978099398,1.05776,1.0660618635938222,1.049458136406178,-0.01472752862291568,1.0009510585281418,0.9975513922897329,-0.0025557612335243007,-0.0018908541161390111,34.68786808009439,17855.66051748742,1.0571079577482811,1.045812042251719,2023-01-06 23:00:00,2023-01-06 09:00:00,2023-10-03 09:00:00,1.0
2023-01-06 02:00:00,2023-01-06 02:00:00,1.05126,1.0531,1.0507,1.05186,6868.0,0.0003804234112567695,1.05714,1.064843634376623,1.049436365623377,-0.014047243162697483,0.9994295818835207,0.9977210141487038,-0.0027014823538438204,-0.0020529797636799733,35.417483339866735,17855.16064554175,1.057524824515866,1.0461951754841339,2023-01-07 02:00:00,2023-01-06 09:00:00,2023-10-03 03:00:00,1.0
2023-01-06 05:00:00,2023-01-06 05:00:00,1.05076,1.05196,1.04922,1.04942,4876.0,-0.002319700340349451,1.0566,1.0645823914908399,1.04861760850916,-0.012274043663141644,1.0012768958091136,0.9973953382257881,-0.002979509073708586,-0.002238285625685696,36.80244399185331,17854.289992688507,1.05491012617439,1.04392987382561,2023-01-07 05:00:00,2023-01-06 09:00:00,,1.0
2023-01-06 07:00:00,2023-01-06 07:00:00,1.04948,1.05452,1.04833,1.05428,17325.0,0.004631129576337489,1.0565625,1.0645811093340531,1.048543890665947,-0.0008532990003212621,0.9954471297947413,0.9941300307248796,-0.002775689448830887,-0.0023457663903147345,49.037639007699006,17859.561044731745,1.0594646711757638,1.0490953288242362,2023-01-07 07:00:00,2023-01-06 09:00:00,2023-09-27 14:00:00,1.0
2023-01-06 09:00:00,2023-01-06 09:00:00,1.05094,1.06126,1.05009,1.06016,21488.0,0.005577266001441705,1.05685625,1.0648634789349927,1.0488490210650074,0.006672148995683656,0.991303199517054,0.9894747752671351,-0.002115310090891498,-0.0022996751304300875,56.97053589084438,17822.549831634642,1.0658294599980125,1.0544905400019873,2023-01-07 09:00:00,2023-01-08 17:00:00,2023-02-24 08:00:00,0.0
2023-01-06 11:00:00,2023-01-06 11:00:00,1.06188,1.06382,1.05968,1.06376,4873.0,0.0033957138545126497,1.0571783333333333,1.0656549480527506,1.048701718613916,0.007293207594865174,0.9982326840640745,0.9961083641969506,-0.0012866332709575712,-0.0020970667585355845,57.54146341463416,17750.235523022064,1.0695085210574584,1.0580114789425414,2023-01-07 11:00:00,2023-01-09 03:00:00,2023-02-23 10:00:00,0.0
2023-01-08 17:00:00,2023-01-08 17:00:00,1.06414,1.0663,1.06296,1.06628,3529.0,0.00236895540347426,1.0576258333333333,1.0668430646759428,1.0484086019907237,0.01012347109898144,0.9979930224706458,0.9968676732626839,-0.0004216969217676336,-0.0017619927911819945,60.07882882882885,17648.676905295142,1.0720988306115606,1.0604611693884392,2023-01-09 17:00:00,2023-01-09 08:00:00,2023-02-22 14:00:00,1.0
2023-01-08 21:00:00,2023-01-08 21:00:00,1.06772,1.0678,1.06515,1.06676,3321.0,0.00045016318415425083,1.05813125,1.067971999905147,1.048290500094853,0.011436022795564115,1.00089992125689,0.9975182618467877,0.0002990560232873918,-0.0013497830282881173,61.47587511825923,17523.048911745358,1.0725519851055016,1.0609680148944982,2023-01-09 21:00:00,2023-01-09 08:00:00,2023-02-22 14:00:00,1.0
2023-01-09 01:00:00,2023-01-09 01:00:00,1.0682,1.0695,1.06668,1.06733,8092.0,0.0005343282462784149,1.0586491666666666,1.069071303502838,1.0482270298304952,0.011714227147815467,1.0008151180984326,0.9973632538569427,0.0009058105412276252,-0.0008986643143849688,61.693320790216355,17377.891843464273,1.0731242161560812,1.0615357838439186,2023-01-10 01:00:00,2023-01-09 08:00:00,2023-02-17 06:00:00,1.0
2023-01-09 03:00:00,2023-01-09 03:00:00,1.06903,1.06998,1.06603,1.06722,6896.0,-0.00010306090899703246,1.0590879166666667,1.0700389634368308,1.0481368698965026,0.009915755637101255,1.0016959952024886,0.996308342212004,0.001362090456522802,-0.0004465133602034146,60.22925976296893,17217.126801675142,1.0729924949196088,1.0614475050803913,2023-01-10 03:00:00,2023-01-09 08:00:00,2023-02-17 06:00:00,1.0
2023-01-09 06:00:00,2023-01-09 06:00:00,1.06842,1.06936,1.06617,1.06889,5149.0,0.0015648132531247416,1.0595833333333333,1.0711959361822876,1.047970730484379,0.011186019953794422,0.9995602915173685,0.9970169073090447,0.0018372716954975221,1.0243650936772749e-05,61.253075903842586,17044.37334445763,1.0746927194524614,1.0630872805475384,2023-01-10 06:00:00,2023-01-09 11:00:00,2023-02-17 03:00:00,1.0
2023-01-09 08:00:00,2023-01-09 08:00:00,1.07251,1.07384,1.06852,1.07282,9710.0,0.0036767113547699903,1.0600520833333333,1.0728474031015542,1.0472567635651124,0.010541751210222465,0.9997110419268842,0.9950458168814721,0.0025021313933211164,0.0005086211994136415,60.777926805901764,16862.84925728185,1.0785647296179874,1.0670752703820128,2023-01-10 08:00:00,2023-01-12 07:00:00,2023-02-07 10:00:00,0.0
2023-01-09 11:00:00,2023-01-09 11:00:00,1.07582,1.07608,1.0728,1.07502,5631.0,0.0020506701963050045,1.06065875,1.0748403686143102,1.0464771313856898,0.013636489803988407,1.0007441722014474,0.996951899487027,0.0031700171236006547,0.0010409003842510442,63.66366366366385,16675.215023885405,1.0807759962561987,1.0692640037438015,2023-01-10 11:00:00,2023-01-12 07:00:00,2023-02-07 08:00:00,0.0
2023-01-09 14:00:00,2023-01-09 14:00:00,1.07518,1.07542,1.07307,1.07312,5732.0,-0.0017674089784376346,1.0611029166666666,1.0761606819367042,1.046045151396629,0.009983319320347246,1.001919636200984,0.9978148072381022,0.003505596916570708,0.001533839690714977,60.022564874012936,16483.479128387724,1.0789211276129873,1.0673188723870128,2023-01-10 14:00:00,2023-01-12 07:00:00,2023-02-07 10:00:00,0.0
2023-01-09 19:00:00,2023-01-09 19:00:00,1.07277,1.074,1.07208,1.07364,4624.0,0.00048456836141341775,1.0616579166666666,1.077553809468615,1.0457620238647183,0.012483995007588095,0.9991896725159272,0.9982122905027931,0.00377004721685692,0.0019810811959433657,62.91698991466262,16289.534519284836,1.0793362252211633,1.0679437747788365,2023-01-10 19:00:00,2023-01-12 07:00:00,2023-02-07 10:00:00,0.0
2023-01-10 00:00:00,2023-01-10 00:00:00,1.07428,1.07442,1.07213,1.07341,3959.0,-0.0002142245072835891,1.0622170833333333,1.0787974913412854,1.0456366753253812,0.012581022791525304,1.0008105011132744,0.997868617486644,0.003915926543669679,0.0023680502654886285,63.03925378935104,16094.945855490141,1.0791023133384072,1.0677176866615927,2023-01-11 00:00:00,2023-01-12 07:00:00,2023-02-07 10:00:00,0.0
2023-01-10 03:00:00,2023-01-10 03:00:00,1.07386,1.07518,1.0722,1.07461,6596.0,0.0011179325700338971,1.0628116666666667,1.0801186561234728,1.0455046772098606,0.013368193647325534,0.999302072379747,0.9972283710634499,0.004081320015746126,0.0027107042155401283,63.63983941884926,15901.140100789722,1.0803136700200962,1.068906329979904,2023-01-11 03:00:00,2023-01-12 07:00:00,2023-02-07 08:00:00,0.0
2023-01-10 07:00:00,2023-01-10 07:00:00,1.07194,1.07462,1.07122,1.07216,6756.0,-0.002279896892826261,1.0632341666666667,1.0809507213583938,1.0455176119749396,0.009502550208590097,0.9997948067452618,0.9968360908972476,0.003968949431011115,0.002962353258634326,59.551620195930745,15709.068573538463,1.0779619543829333,1.0663580456170667,2023-01-11 07:00:00,2023-01-12 07:00:00,2023-02-12 21:00:00,0.0
2023-01-10 09:00:00,2023-01-10 09:00:00,1.07404,1.07594,1.07216,1.07278,12296.0,0.0005782718997164871,1.0637533333333333,1.0818398429989402,1.0456668236677265,0.011682660649895166,1.0011745185406142,0.9964867929438446,0.003885138295609103,0.0031469102660292812,61.980769230769404,15520.053129137486,1.0785130288930413,1.0670469711069588,2023-01-11 09:00:00,2023-01-12 07:00:00,2023-02-07 10:00:00,0.0
2023-01-10 12:00:00,2023-01-10 12:00:00,1.07335,1.07439,1.07242,1.07381,4071.0,0.0009601222990733849,1.06423125,1.0827625765322133,1.0456999234677866,0.010739049442552034,0.9995716188152467,0.9981664013998641,0.003857364462509505,0.0032890011053253263,61.24289355028423,15334.90531697002,1.0795166788277553,1.0681033211722448,2023-01-11 12:00:00,2023-01-12 07:00:00,2023-02-07 08:00:00,0.0
2023-01-10 18:00:00,2023-01-10 18:00:00,1.07384,1.07455,1.07306,1.07452,3166.0,0.0006611970460324024,1.0650345833333332,1.0836105631288206,1.0464586035378458,0.018105821027535576,0.9993671592897293,0.9986133730398772,0.003848283944126507,0.0034008576730855627,71.60466158673265,15150.996946954274,1.0792047096512918,1.0698352903487083,2023-01-11 18:00:00,2023-01-12 07:00:00,2023-02-07 03:00:00,0.0
2023-01-11 00:00:00,2023-01-11 00:00:00,1.07476,1.0757,1.07256,1.07458,3339.0,5.58388862004211e-05,1.0659820833333333,1.0840621333324638,1.0479020333342028,0.021388876069268394,1.0001675073051794,0.997080970530817,0.003802100814975784,0.003481106301463607,77.54360465116292,14969.31862128599,1.0789133943885476,1.0702466056114526,2023-01-12 00:00:00,2023-01-12 07:00:00,2023-02-07 03:00:00,0.0
2023-01-11 03:00:00,2023-01-11 03:00:00,1.07298,1.07574,1.07256,1.07416,5790.0,-0.00039085037875274953,1.0668387499999998,1.0844112406675437,1.049266259332456,0.019326089335381397,0.9989014671929695,0.9970438953650511,0.00368908439396054,0.003522701919962994,75.73860791186777,14790.662777842634,1.078511671451955,1.069808328548045,2023-01-12 03:00:00,2023-01-12 07:00:00,2023-02-07 03:00:00,0.0
2023-01-11 07:00:00,2023-01-11 07:00:00,1.07406,1.07552,1.07282,1.07498,7275.0,0.0007633872048857793,1.0677929166666666,1.0844853533597822,1.051100479973551,0.02153289970382243,0.9991441701240953,0.9974895864326094,0.003623911022578641,0.0035429437404861236,79.17940876656512,14615.76277562853,1.0792117844162141,1.070748215583786,2023-01-12 07:00:00,2023-01-12 07:00:00,2023-02-07 03:00:00,0.0
2023-01-11 09:00:00,2023-01-11 09:00:00,1.07698,1.07764,1.07452,1.07552,9079.0,0.0005023349271613409,1.0687954166666667,1.0842366871473628,1.0533541461859706,0.022624591011520576,1.0013574828919964,0.9971047845291563,0.003574628056139284,0.003549280603616756,80.72012257405522,14445.196779924374,1.0797035209228933,1.0713364790771067,2023-01-12 09:00:00,2023-01-12 07:00:00,2023-02-06 13:00:00,1.0
2023-01-11 13:00:00,2023-01-11 13:00:00,1.07532,1.07685,1.0735,1.07634,3372.0,0.000762421898244714,1.0698154166666667,1.0837477475109178,1.0558830858224155,0.02300637134521644,0.9990523440548525,0.9968890746157774,0.003560692648744812,0.0035515630126423674,80.92470944921689,14279.444924578776,1.080519691829127,1.0721603081708728,2023-01-12 13:00:00,2023-01-12 07:00:00,2023-02-06 13:00:00,1.0
2023-01-11 18:00:00,2023-01-11 18:00:00,1.07656,1.07748,1.0752,1.07614,4898.0,-0.00018581489120539363,1.07092875,1.0820440403891367,1.0598134596108633,0.025142934201498306,1.0003902837920715,0.9978839514422541,0.0034932424845610655,0.0035398989070261075,85.77932512051436,14118.815346366378,1.0800798483350629,1.0722001516649373,2023-01-12 18:00:00,2023-01-12 07:00:00,2023-02-06 13:00:00,1.0
2023-01-11 23:00:00,2023-01-11 23:00:00,1.07716,1.07753,1.07606,1.07628,2795.0,0.00013009459735702222,1.0718454166666667,1.0806099598188637,1.0630808735144697,0.02065258144759605,1.000817631099714,0.9986357688417027,0.0034117559743367387,0.003514270320488234,83.7216431637033,13963.413352119733,1.0798776199238003,1.0726823800761993,2023-01-12 23:00:00,2023-01-12 07:00:00,2023-02-06 09:00:00,1.0
2023-01-12 03:00:00,2023-01-12 03:00:00,1.0748,1.07736,1.07428,1.07654,6986.0,0.000241572824915659,1.0725279166666666,1.079941298173265,1.0651145351600682,0.015332354457280028,0.9983837107771192,0.9971411598722802,0.003329773597672947,0.0034773709759251766,80.33333333333354,13921.228193800744,1.079422152607937,1.073657847392063,2023-01-13 03:00:00,2023-01-12 07:00:00,2023-01-12 07:00:00,1.0
2023-01-12 06:00:00,2023-01-12 06:00:00,1.07618,1.07684,1.07516,1.07626,5340.0,-0.0002600925186245773,1.07304875,1.0795969188446046,1.0665005811553956,0.011682266671810814,0.9999256685187593,0.9984398796478584,0.0032052600706835577,0.003422948794876853,76.39358108108107,13975.09320496962,1.0788721976094102,1.0736478023905898,2023-01-13 06:00:00,2023-01-12 07:00:00,2023-01-12 07:00:00,1.0
2023-01-12 07:00:00,2023-01-12 07:00:00,1.07626,1.08388,1.07305,1.08292,23546.0,0.006188095813279393,1.0737420833333335,1.0808025673151886,1.0666815993514784,0.015485140989116719,0.9938499612159716,0.990008118979961,0.0036024616085617023,0.003458851357613823,79.90654205607495,14005.189253056455,1.0864823006063205,1.0793576993936798,2023-01-13 07:00:00,2023-01-12 13:00:00,2023-01-12 08:00:00,1.0
2023-01-12 08:00:00,2023-01-12 08:00:00,1.08292,1.0834,1.07518,1.07676,21616.0,-0.005688324160602942,1.07415875,1.0806573339594732,1.067660166040527,0.009330514806160093,1.0057208663026116,0.9924127745984863,0.003381209689707676,0.003443323024032594,64.92537313432823,14014.553439501695,1.0812670940703049,1.072252905929695,2023-01-13 08:00:00,2023-01-12 11:00:00,2023-02-06 09:00:00,1.0
2023-01-12 09:00:00,2023-01-12 09:00:00,1.07676,1.08098,1.07638,1.08069,19325.0,0.003649838404101269,1.0747154166666666,1.0810594655155614,1.0683713678177718,0.012439523168954846,0.9963634344724204,0.9957446021202981,0.0034828361385859097,0.0034512256469432573,68.12262615301128,14006.578965408955,1.0854369204062544,1.0759430795937455,2023-01-13 09:00:00,2023-01-12 13:00:00,2023-02-06 07:00:00,1.0
2023-01-12 11:00:00,2023-01-12 11:00:00,1.08224,1.08491,1.08024,1.08488,8323.0,0.0038771525599385903,1.07545125,1.082247190764135,1.068655309235865,0.01641224516424883,0.9975665511392965,0.9956954954788877,0.003857012574161933,0.003532383032386993,71.56814851001432,13984.266581397562,1.08985990555682,1.0799000944431802,2023-01-13 11:00:00,2023-01-22 20:00:00,2023-01-13 07:00:00,-1.0
2023-01-12 13:00:00,2023-01-12 13:00:00,1.08557,1.0867,1.08394,1.08494,6864.0,5.5305655924930974e-05,1.07612,1.0833649754703025,1.0688750245296974,0.014903959082281735,1.000580677272476,0.9974602006073432,0.004111002515719608,0.0036481069290535163,70.40427154843607,13949.965492252793,1.0899105598758698,1.0799694401241302,2023-01-13 13:00:00,2023-01-22 20:00:00,2023-01-13 07:00:00,-1.0
2023-01-12 18:00:00,2023-01-12 18:00:00,1.08599,1.0868,1.08414,1.08523,4519.0,0.000267295887329988,1.0766370833333332,1.0846316542719656,1.0686425123947008,0.011501250478890876,1.0007003123761784,0.9975524475524477,0.004286282355792093,0.003775742014401232,67.38582235920377,13905.756519113493,1.089998372718546,1.0804616272814538,2023-01-13 18:00:00,2023-01-23 01:00:00,2023-01-13 07:00:00,-1.0
2023-01-12 22:00:00,2023-01-12 22:00:00,1.08458,1.08564,1.08318,1.08402,2214.0,-0.0011149710199680474,1.0770120833333332,1.0855180218811822,1.0685061447854842,0.008337086974029179,1.000516595634767,0.9977340554880072,0.0042782391267233155,0.0038762414368656486,62.96829971181526,13853.361715346577,1.088775966831693,1.079264033168307,2023-01-13 22:00:00,2023-01-22 20:00:00,2023-01-13 07:00:00,-1.0
2023-01-13 02:00:00,2023-01-13 02:00:00,1.08488,1.08646,1.08318,1.08552,9200.0,0.0013837383074113419,1.0775287500000001,1.0865393511236083,1.068518148876392,0.011488841486270359,0.9994104208121454,0.996981020930361,0.0043428407093419885,0.003969561291360916,68.07580174927085,13794.47631538312,1.0901994877191157,1.0808405122808844,2023-01-14 02:00:00,2023-01-23 01:00:00,2023-01-13 05:00:00,-1.0
2023-01-13 05:00:00,2023-01-13 05:00:00,1.08451,1.08603,1.08082,1.08122,6585.0,-0.003961235168398525,1.0778445833333332,1.08681755526923,1.0688716113974364,0.007035288848926338,1.0030428589926195,0.9952027107906778,0.004000943479663288,0.003975837729021391,59.95273109243701,13730.18012426466,1.0862765921927966,1.0761634078072038,2023-01-14 05:00:00,2023-01-15 22:00:00,2023-02-06 07:00:00,0.0
2023-01-13 07:00:00,2023-01-13 07:00:00,1.0812,1.08204,1.07926,1.07938,9738.0,-0.0017017813211003263,1.0780933333333333,1.0868822961086977,1.069304370557969,0.005546305309704912,1.0016861531620003,0.9974307788991167,0.0035406998555029823,0.00388881015431771,57.52078609221457,13661.589923169951,1.0845004787366606,1.0742595212633395,2023-01-14 07:00:00,2023-01-15 22:00:00,2023-02-06 09:00:00,0.0
2023-01-13 09:00:00,2023-01-13 09:00:00,1.08187,1.08388,1.07804,1.08296,13140.0,0.0033167188571217032,1.07844125,1.0873153399104756,1.0695671600895245,0.007740227837907757,0.9989934992982199,0.9946119496623244,0.003425344311154932,0.0037961169856851546,59.92393629664816,13590.049035643138,1.0882639175835156,1.0776560824164843,2023-01-14 09:00:00,2023-01-18 08:00:00,2023-01-17 11:00:00,0.0
2023-01-13 12:00:00,2023-01-13 12:00:00,1.0828,1.08342,1.0801,1.08312,3976.0,0.00014774322227983916,1.0788979166666668,1.0875480334875292,1.0702477998458044,0.010170459961994937,0.9997045572051111,0.9969356297650034,0.00330869430562708,0.00369863244967354,63.77576671694308,13516.479488971301,1.0882882994654466,1.0779517005345536,2023-01-14 12:00:00,2023-01-18 08:00:00,2023-01-17 11:00:00,0.0
2023-01-15 18:00:00,2023-01-15 18:00:00,1.08228,1.08444,1.08204,1.08418,3789.0,0.0009786542580692004,1.0793729166666666,1.0878714842782908,1.0708743490550423,0.010570530885245155,0.9982475234739618,0.9977868761757218,0.003264154337699221,0.0036117368272786765,64.17205370462426,13441.736208930297,1.08935878971655,1.0790012102834499,2023-01-16 18:00:00,2023-01-22 20:00:00,2023-01-17 11:00:00,0.0
2023-01-15 22:00:00,2023-01-15 22:00:00,1.08602,1.08743,1.08407,1.0853,2335.0,0.0010330387942960595,1.0798516666666667,1.088336752644902,1.0713665806884314,0.010643374785686045,1.0006634110384227,0.9969101459404285,0.0032814047407450087,0.0035456704099719434,64.25204663855104,13366.554419154472,1.0904857292167598,1.08011427078324,2023-01-16 22:00:00,2023-01-23 01:00:00,2023-01-17 09:00:00,0.0
2023-01-16 02:00:00,2023-01-16 02:00:00,1.08313,1.08612,1.08025,1.08036,7944.0,-0.004551736846954757,1.080095,1.0882712285342053,1.0719187714657947,0.005420268690530458,1.0025639601614276,0.994595440651125,0.002863451013892071,0.003409226530755969,56.55590480466997,13291.144860415883,1.0859706184412952,1.0747493815587048,2023-01-17 02:00:00,2023-01-17 08:00:00,2023-02-06 09:00:00,0.0
2023-01-16 06:00:00,2023-01-16 06:00:00,1.08271,1.08368,1.08015,1.08152,4392.0,0.0010737161686844576,1.0803841666666667,1.0882305192763468,1.0725378140569866,0.006437571511026762,1.0011003032768697,0.996742580835671,0.0025958980824387634,0.003246560841092528,57.60297984224353,13216.104455442455,1.087148223825627,1.075891776174373,2023-01-17 06:00:00,2023-01-18 03:00:00,2023-02-06 07:00:00,0.0
2023-01-16 10:00:00,2023-01-16 10:00:00,1.08254,1.08292,1.08059,1.08246,3367.0,0.0008691471262667338,1.0807300000000002,1.0881514565545707,1.0733085434454297,0.007697267928313882,1.0000739057332373,0.9978484098548368,0.0024316797107024613,0.003083584615014515,58.99046793760825,13141.921034311961,1.0880904432951772,1.0768295567048225,2023-01-17 10:00:00,2023-01-18 08:00:00,2023-01-17 20:00:00,0.0
2023-01-16 19:00:00,2023-01-16 19:00:00,1.08288,1.08338,1.08109,1.08174,4416.0,-0.0006651515991353829,1.0810116666666667,1.0880241044780161,1.0739992288553173,0.006268799044631993,1.001053857673748,0.9978862449002198,0.002217871246114722,0.0029104419412345566,57.33825445071629,13068.888507432132,1.0873793493772437,1.0761006506227564,2023-01-17 19:00:00,2023-01-18 08:00:00,2023-02-06 07:00:00,0.0
2023-01-17 00:00:00,2023-01-17 00:00:00,1.0831,1.08358,1.08062,1.08151,3549.0,-0.000212620407861408,1.08126125,1.0878727954024585,1.0746497045975416,0.00555394723063812,1.0014701667113572,0.9972683142915151,0.0020067350274648454,0.0027297005584806145,56.5464480874316,12997.28177912237,1.0871508514036676,1.0758691485963323,2023-01-18 00:00:00,2023-01-18 03:00:00,2023-02-06 07:00:00,0.0
2023-01-17 03:00:00,2023-01-17 03:00:00,1.08275,1.08388,1.0811,1.08175,6562.0,0.00022191195643128658,1.0814866666666665,1.0877580333900996,1.0752152999432334,0.005013703165939822,1.0009244280101688,0.9974351404214489,0.0018375914370416524,0.002551278734192822,55.98848793446966,12927.356540039904,1.0873868615966769,1.076113138403323,2023-01-18 03:00:00,2023-01-18 08:00:00,2023-02-06 07:00:00,0.0
